nst_of_storm,year,day_of_year,second,amplitude,mean_amplitude,var_amplitude,maxis,icloud,prop_icloud_of_storm,dist,dist_barycentre,azimuth,azimuth_barycentre,barycentre_speed,nst_of_alert,airport_alert_id,PSTAT,U,RR1,DRR1,FF,T,N,NBAS,CL,CM,CH,N1,N2,N3,N4,UV_INDICE,is_last_lightning_cloud_ground
288.0,2018,183,6664,13.07,-1.6005208333333334,402.38945373475775,0.478,True,0.6875,23.2592381071427,24.514245079723864,24.33599632453246,62.638560330842445,-3.2978157873133087,6649,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
287.0,2018,183,6688,7.55,-1.675470383275261,402.1381591311145,0.065,True,0.6898954703832753,29.25253780013644,24.41618631247802,49.7467065609407,61.70503453930445,-0.3858067147013002,6650,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
283.0,2018,183,6721,88.24,-1.4574558303886926,434.08980059644796,0.048,False,0.6890459363957597,25.086220085345435,24.16795898893163,69.82511705085629,66.58252079841377,1.9126936675721165,6651,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
283.0,2018,183,6722,7.98,-1.4462897526501768,434.2657716462437,0.055,True,0.6890459363957597,24.503819982692697,25.740380876030063,36.33181508700548,56.926078690274345,-5.273766740374042,6652,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
280.0,2018,183,6773,-10.73,-1.383,438.0923250179227,0.466,True,0.6892857142857143,13.16980577171814,23.133343323036332,82.1001509126896,48.82294566811146,-3.44518904925354,6653,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
277.0,2018,183,6792,17.39,-1.3115162454873646,438.4441730549903,0.076,True,0.6967509025270758,22.580592533976468,22.97536904683531,63.8901945672737,54.371663417216375,2.287290967133507,6654,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
272.0,2018,183,6878,9.42,-1.20125,444.96467223247384,0.086,True,0.6948529411764706,24.03724990667961,23.105037680091467,44.679198315878544,57.762197082440714,2.2000395294123285,6655,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
271.0,2018,183,6903,7.66,-1.129520295202952,446.67901865792135,0.059,True,0.7011070110701108,27.85184022152791,22.871588083656707,14.825841612832034,51.94205292442262,-3.7213783161453264,6656,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
267.0,2018,183,6940,6.99,-0.9761048689138577,452.5972877784363,0.061,True,0.700374531835206,20.95568399839173,22.18316540249776,62.340389740832784,50.69459837275202,-0.7770113241908646,6657,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
256.0,2018,183,7045,3.36,-1.328359375,463.33884827818804,0.17,True,0.70703125,23.168483150161368,21.96060926374254,297.4322550498523,94.21133836655981,17.74795479737267,6658,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
257.0,2018,183,7076,19.29,-1.2481322957198442,463.1830816543062,0.044,True,0.708171206225681,20.162694329070696,23.126090689967963,58.51673091743066,90.28076836735,-1.776895778985503,6659,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
258.0,2018,183,7077,8.21,-1.2114728682170544,461.7275425693016,0.451,False,0.7054263565891473,23.60200984109376,23.296326907820845,322.58449074292577,133.39648439662537,21.149643193697326,6660,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
253.0,2018,183,7147,6.57,-1.2359683794466405,469.2350868561408,0.07,True,0.6996047430830039,26.120787863199485,23.643583233907492,47.493329752617306,133.86550630274846,0.25509177974492375,6661,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
254.0,2018,183,7147,-8.24,-1.2635433070866142,467.57353838349434,0.506,True,0.7007874015748031,27.307780806152525,23.55290666467826,113.66403043565778,150.33853777321943,9.538453193068165,6662,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
255.0,2018,183,7148,23.06,-1.168156862745098,468.05283399104695,0.055,False,0.6980392156862745,27.81565311568865,24.696234850894413,304.74826075100526,190.7398496082482,28.81452734692191,6663,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
254.0,2018,183,7171,4.68,-0.9078740157480315,457.2956650275451,0.175,True,0.7007874015748031,24.947217575752003,24.992690588492852,43.3634229583833,148.39504425967002,-50.381626779493956,6664,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
252.0,2018,183,7199,40.08,-0.649484126984127,466.32948220293576,0.044,False,0.7023809523809523,28.35210474623372,26.35759232468669,68.15280030054574,150.00105582352253,2.131487795363466,6665,83.0,1007.9,94.0,22.3,60.0,,18.7,,,,,,,,,,,False
252.0,2018,183,7217,17.99,-0.5621825396825397,467.6610227075838,0.058,True,0.7023809523809523,24.27631315796092,26.469976210831216,115.88572128975107,115.55126091466006,-39.07597998285941,6666,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
252.0,2018,183,7225,5.93,-0.49146825396825394,467.31269146114096,0.063,True,0.7063492063492064,24.45153130323401,26.19176678417031,42.797401838233775,114.76860626226282,-1.5982551965227172,6667,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
247.0,2018,183,7275,-12.8,-0.8917004048582996,461.8134938448389,0.045,False,0.7044534412955465,23.337033846929348,25.52997562429978,32.72469478950149,101.27871698790345,-16.174609446845956,6668,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
248.0,2018,183,7275,8.99,-0.8518548387096774,460.33754553350036,0.061,True,0.7056451612903226,22.43794793135084,24.633691426910136,294.0587232106771,99.49712739784873,-2.1157517712881297,6669,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
248.0,2018,183,7306,13.36,-0.8520564516129033,460.33178158384646,0.143,True,0.7056451612903226,26.90885705568751,24.960631340232727,43.7314532678828,99.55846578276532,0.0825770989436011,6670,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
241.0,2018,183,7355,8.29,-0.40933609958506234,443.9684278907345,0.065,True,0.7136929460580913,23.196538377783213,24.101370278824305,41.59174375659361,95.13162302543998,-4.136624520070698,6671,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
239.0,2018,183,7411,11.11,-0.3210041841004185,447.0513519285553,0.169,True,0.7154811715481172,27.74919383103177,24.680183724336114,46.08767672170104,83.49861559743162,-8.861627220376445,6672,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
240.0,2018,183,7411,37.58,-0.16308333333333336,451.1662030055801,0.058,False,0.7125,19.091659974305266,23.786871836181323,312.5397402772088,128.45567200392748,34.46756216081085,6673,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
234.0,2018,183,7495,6.24,0.25239316239316234,434.7920929606409,0.309,True,0.7222222222222222,20.82599602991079,23.3683655333449,29.56109434264354,127.92840526278447,-0.3474509524704073,6674,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
229.0,2018,183,7548,15.71,1.0196943231441047,404.69430385352103,0.043,True,0.7292576419213974,24.0645636165188,23.639468147539556,35.87637358030512,84.89801365772249,-22.350427892523548,6675,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
230.0,2018,183,7549,58.38,1.269086956521739,417.23231750332326,0.047,False,0.7260869565217392,28.298005814037563,23.8709929405979,316.77402004773205,130.4051081210307,26.827927295649648,6676,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
227.0,2018,183,7601,29.91,1.3840969162995596,425.937246415345,0.05,False,0.7180616740088106,18.148921116213188,23.029723397002897,52.59997048302964,132.2398125754367,1.0100357696737596,6677,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
209.0,2018,183,7778,27.78,1.53311004784689,453.93568210802425,0.048,False,0.7081339712918661,25.08995090020756,22.586516241865528,21.542770280741195,128.14899483527674,-1.517828804568149,6678,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
210.0,2018,183,7779,4.19,1.545761904761905,451.79735563682,0.095,True,0.7095238095238096,29.08051855152059,24.25132600473475,302.34212423056545,126.44939216083617,-0.6448827513241753,6679,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
201.0,2018,183,7841,-14.79,1.6831343283582088,468.26080262686645,0.487,False,0.7064676616915423,3.10208865951165,21.297341443001557,233.36247098548083,160.41628826797572,12.493363007296296,6680,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
194.0,2018,183,7886,28.01,1.8384020618556702,487.03163007585135,0.038,True,0.7010309278350515,29.96682660846895,22.281051941659914,16.185340927510158,157.1344494925099,-1.2805759113153288,6681,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
190.0,2018,183,7957,-32.3,1.9390526315789474,490.33743084377693,0.05,False,0.6947368421052632,26.156287207582093,21.924098840584005,19.747405653858262,107.63001376019758,-15.966133752112205,6682,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
191.0,2018,183,7958,21.93,2.0437172774869112,489.84905295122695,0.054,False,0.6910994764397905,17.397705807481344,21.798896289128702,76.28756359811953,111.57794594604589,1.444291793686807,6683,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
176.0,2018,183,8147,-3.98,2.129829545454545,527.0832896850658,0.084,True,0.6875,25.257061886241782,21.8267481201344,31.63798115366568,113.26048109153332,0.5975954903224981,6684,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
165.0,2018,183,8237,-6.39,2.758787878787879,519.2506912047307,0.13,False,0.6787878787878788,14.02191016393635,19.31698005553703,23.966889572073928,66.8646086484514,-11.773859086100435,6685,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
163.0,2018,183,8260,9.86,2.712883435582822,525.483286078922,0.067,True,0.6748466257668712,29.041149838875107,23.640156918764273,88.09035063054779,42.652588589295895,-8.134407312199642,6686,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
160.0,2018,183,8299,-9.18,2.2251875,524.7162590841205,0.561,True,0.68125,15.445777213068068,21.219982019530793,71.84545242711734,51.929273839230426,2.8246622643048203,6687,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
152.0,2018,183,8376,5.95,3.3763157894736846,489.5717201115372,0.064,True,0.6907894736842105,2.1181952274808715,17.213633356180587,314.637373326042,101.07760178459438,12.057493291336717,6688,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
116.0,2018,183,8744,-9.43,4.583879310344828,425.4266030809585,0.067,False,0.6982758620689655,12.482248173622846,16.39439041720417,1.9889917372790715,88.69450647445429,-1.5559736032584965,6689,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
108.0,2018,183,8906,23.39,4.593518518518518,449.9257183454471,0.041,False,0.6759259259259259,27.85261447066889,16.826982514608687,55.32443713257207,92.64224913760536,0.5285469475290306,6690,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
109.0,2018,183,8907,54.9,5.055045871559633,468.9775567108376,0.14,False,0.6697247706422018,20.37692158017352,17.886151083981552,221.8169612908181,125.6172610907294,5.291240727486287,6691,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
85.0,2018,183,9274,9.12,7.373294117647059,458.479662829126,0.057,True,0.6470588235294118,20.652208545522623,16.487994201756134,98.10910280241856,127.28705311937453,0.15463529233262813,6692,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
76.0,2018,183,9434,22.95,7.371973684210526,465.02338671929203,0.056,False,0.6447368421052632,26.04091561752762,18.253850602499394,285.50837650096656,162.89754046501605,3.4456090172362726,6693,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
77.0,2018,183,9434,-4.03,7.223896103896104,460.5930346206366,0.303,False,0.6363636363636364,7.473654749518237,19.14642718950562,190.7803505179644,142.25470333033647,-2.23635539607615,6694,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
78.0,2018,183,9435,-13.1,6.963333333333333,459.9069575757522,0.238,False,0.6282051282051282,21.041511154789703,20.5729710197001,322.24354282341994,195.6304618446933,9.54724582298068,6695,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
77.0,2018,183,9490,28.63,7.476753246753246,465.669385372516,1.684,False,0.6233766233766234,10.901014684631155,17.74770438869381,290.40710929428104,234.81090720497812,7.115113306417496,6696,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
61.0,2018,183,9786,19.22,11.549180327868852,368.00891765025676,1.709,False,0.6065573770491803,17.67989373214703,17.298199747356062,188.944727357478,229.33220154942146,-0.6499743988268006,6697,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
50.0,2018,183,10165,15.74,12.4748,409.8453724081406,0.051,False,0.56,29.66480658814874,18.80029942112708,65.13205200078052,223.8360264158151,-0.6857080034274856,6698,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
46.0,2018,183,10380,10.32,11.47717391304348,304.8365585023936,0.058,False,0.5217391304347826,28.505994148404618,19.211145842939914,337.0936750046293,232.43357616642552,1.0501879193305632,6699,83.0,1008.3,95.0,2.0,60.0,,18.3,,,,,,,,,,,False
29.0,2018,183,10992,17.98,12.610344827586207,407.7643105910928,0.104,True,0.3793103448275862,29.45629058169195,22.874918481635532,79.49162173909909,213.8854547032813,-1.6198574853252938,6700,83.0,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
30.0,2018,183,10994,-16.93,11.625666666666666,422.7912047126091,0.057,False,0.36666666666666664,8.392203085434295,20.766700470076298,311.89745170095046,212.16110618286973,-0.14592911065771597,6701,83.0,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
31.0,2018,183,10994,-63.85,9.190967741935482,592.4586890322349,0.052,False,0.3548387096774194,21.62602323389733,22.554201894953994,271.48214751891294,209.00694588697502,-0.2766704787598072,6702,83.0,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
32.0,2018,183,10995,-44.88,7.50125,664.7117919354683,0.094,False,0.34375,21.899797681751,23.257519219887985,252.26960690586463,219.56109247837284,1.221670394659475,6703,83.0,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
31.0,2018,183,11039,-13.15,5.748387096774193,667.3179006451526,0.471,False,0.3225806451612903,25.958754550787507,22.639843880327785,238.1005087858911,248.38916860922458,4.476284676048046,6704,83.0,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
24.0,2018,183,11556,-2.6,0.840416666666666,637.0671954710301,0.095,True,0.2916666666666667,10.900229713069956,19.705549807772005,64.88022273354201,203.02025989737672,-4.57629379805171,6705,83.0,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
23.0,2018,183,11563,12.41,1.8673913043478256,600.8675201581132,4.582,True,0.34782608695652173,29.051223226603184,19.63803858192388,274.50535857131086,235.522549369412,6.706273593975366,6706,83.0,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
19.0,2018,183,12292,12.17,3.0978947368421044,721.749428654975,0.405,True,0.2631578947368421,15.093386325401353,20.754902455251724,62.94940299291338,194.03120791807248,-3.9754940548326387,6707,83.0,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
17.0,2018,183,12532,7.14,-0.16823529411764782,598.3939529412069,0.067,True,0.35294117647058826,23.948413543569483,21.141967506863747,84.43044901912822,162.85592483477504,-2.5697779849569353,6708,83.0,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
18.0,2018,183,12725,78.1,4.179999999999999,903.5230117647021,0.062,False,0.3333333333333333,16.928850638374374,20.313476332967642,357.8942095644249,180.46002527786843,1.2373594912314556,6709,83.0,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,True
19.0,2018,183,12726,-7.83,3.5478947368421045,860.918873099416,0.074,False,0.3157894736842105,20.304210995233063,19.3710524070419,95.78104135729548,156.74011403976914,-1.6375414373896469,0,,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
19.0,2018,183,12946,-5.89,2.7578947368421045,863.4837397660883,0.166,True,0.3157894736842105,21.09731792592648,21.070567109184655,83.55939354376208,159.85330917480582,0.2904876333689057,0,,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
16.0,2018,183,13215,137.96,9.744375,2111.113786249949,0.051,False,0.375,25.452213647523067,20.47073217933797,72.31733677011934,126.1553055412739,-2.5075882888278214,0,,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
17.0,2018,183,13217,-32.42,7.264117647058823,2083.747675735266,0.067,False,0.35294117647058826,24.686296411783328,22.069550527068298,355.9272281614124,174.9849430693571,7.000520894726712,0,,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
18.0,2018,183,13217,-11.54,6.219444444444444,1980.8184408496545,0.048,False,0.3333333333333333,29.260559527163483,22.95490819100063,335.92369525055165,216.90048410792767,8.435498577947175,0,,1007.1,96.0,6.0,60.0,2.4,18.3,,,,,,,,,,,False
1.0,2018,183,46912,-21.58,-21.58,,0.179,True,1.0,27.60408153270736,27.60408153270736,130.80121368368103,130.80121368368103,,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
2.0,2018,183,47005,-6.07,-13.825,120.28004999999997,0.241,True,1.0,26.133730286824324,26.868905909765843,131.44073317871673,131.12097343119888,,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
3.0,2018,183,47090,-6.75,-11.466666666666667,76.82523333333332,0.857,True,1.0,29.249079428556065,27.662297082695915,125.99642569814608,129.41279085351462,,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
4.0,2018,183,47167,-13.82,-12.055,52.60136666666666,0.055,True,1.0,25.212406772778845,27.049824505216648,132.5927666662603,130.20778480670103,0.5074973528523297,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
5.0,2018,183,47168,4.67,-8.709999999999999,95.39614999999999,0.064,True,1.0,27.93838174929972,27.22753595403326,123.52484946557432,128.8711977384757,-1.4543879936409523,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
6.0,2018,183,47253,-9.48,-8.838333333333333,76.41573666666666,0.074,False,0.8333333333333334,25.260941149711183,26.899770153312915,131.78786630555803,129.35730916632275,0.4143614263439915,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
7.0,2018,183,47331,-9.5,-8.932857142857143,63.7423238095238,0.05,True,0.8571428571428571,24.95551655341697,26.45834265676452,130.67493956526067,129.33626347991935,-0.014294913770237625,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
8.0,2018,183,47388,-5.07,-8.45,56.50148571428571,0.089,True,0.875,25.1146528304028,26.288496414027595,130.54189002190157,129.1864562871168,-0.06435590743025783,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
9.0,2018,183,47472,11.96,-6.182222222222222,95.72414444444445,0.419,False,0.7777777777777778,24.350716549805863,25.472102600902563,129.8997391567205,129.83700853021253,0.24745350282862774,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
10.0,2018,183,47563,-5.17,-6.081,85.19058777777778,1.512,False,0.7,19.757191901989867,24.562900122437735,122.78862257901976,128.20298451567245,-0.6219025931102639,0,84.0,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,True
11.0,2018,183,47902,-20.3,-7.373636363636364,95.05152545454546,0.045,True,0.7272727272727273,23.31703776515351,23.792676125080035,125.3238695672286,128.5028211992815,0.05201928967931867,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
12.0,2018,183,48006,27.89,-4.435,190.03748181818182,2.645,False,0.6666666666666666,20.83585371935126,23.055161553353383,147.77693323931422,131.16766568824087,0.48367255486689376,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
13.0,2018,183,48071,-7.25,-4.651538461538461,174.81058076923077,0.06,True,0.6923076923076923,19.50299018409624,22.14640715846659,125.78798274835222,130.35317288542282,-0.15362305658874217,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
14.0,2018,183,48148,20.5,-2.855,206.5493192307692,0.559,False,0.6428571428571429,22.05665291386714,21.636740505710648,122.38768602166434,128.99413888538325,-0.23616894182590326,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
15.0,2018,183,48247,-32.77,-4.849333333333334,251.4562780952381,0.058,True,0.6666666666666666,18.64696751993735,20.68611566739923,124.764142997607,128.13820619219769,-0.14443778739713029,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
16.0,2018,183,48381,-10.05,-5.174375,236.38295958333336,0.612,True,0.6875,19.868085502654235,20.704597934176622,124.44801643614394,128.4147718350517,0.04213689024060644,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
17.0,2018,183,48647,-17.03,-5.871764705882353,229.8770154411765,0.14,True,0.7058823529411765,19.436098004975488,20.05777464081362,116.720143782267,126.98081753755811,-0.23684903715807273,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
18.0,2018,183,48772,-22.31,-6.785,231.36681470588238,0.352,False,0.6666666666666666,27.729304584840776,21.206683118395205,140.03615367632014,125.69068761039244,-0.2053039275002899,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
19.0,2018,183,48772,2.47,-6.297894736842105,223.02126198830413,3.154,True,0.6842105263157895,23.081111467995232,21.803036665711705,99.25879122085055,121.26915568914217,-0.8200268389534929,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
20.0,2018,183,48877,-10.85,-6.525499999999999,212.31938394736844,0.061,True,0.7,18.41477431651036,21.196056899485573,111.81082152396864,119.50634493952622,-0.312523594387742,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
21.0,2018,183,49572,-12.19,-6.795238095238095,203.23134619047622,0.229,True,0.7142857142857143,6.888381098808273,19.236292495964058,62.58781118970878,109.14362297154317,-0.9115476914616185,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
22.0,2018,183,49628,-6.21,-6.768636363636364,193.5692313852814,0.091,True,0.7272727272727273,13.063777110095542,18.102241097204278,78.35757485913935,101.46188270870908,-0.6745345584745353,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
23.0,2018,183,50215,-3.15,-6.611304347826087,185.33995731225298,1.567,True,0.7391304347826086,11.830853341436294,16.834700319947746,68.54180609193557,93.43215976032049,-0.5221129601205569,0,,1008.5,62.0,0.0,0.0,1.5,25.6,7.0,2.0,,,,1.0,7.0,,,,False
17.0,2018,183,50981,-6.88,-5.671176470588235,227.6465485294118,0.129,True,0.7058823529411765,6.597135620909968,13.31267215929261,51.54992988135282,78.68445579449262,-0.5428339778585549,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
17.0,2018,183,51011,2.51,-5.22529411764706,231.59595147058826,2.554,True,0.7058823529411765,28.474235056919312,14.21152609077996,78.2996007896806,75.19125738929763,-0.1306248137574749,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
17.0,2018,183,51118,-28.56,-7.608823529411764,241.13304852941178,0.074,True,0.7647058823529411,6.684861271225764,12.256540583232526,63.08048001880406,67.06953380510352,-0.2717515936359286,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
17.0,2018,183,51186,12.68,-6.5588235294117645,265.3171735294118,2.72,True,0.8235294117647058,10.024222462267751,12.779180810475774,67.8784090041199,67.95130010750539,0.04383230943576736,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
18.0,2018,183,51230,-40.59,-8.449444444444445,314.0503349673203,0.758,True,0.8333333333333334,29.50310985688223,15.519069601606887,74.43830353942384,67.29808822088613,-0.027705437984682158,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
19.0,2018,183,51290,-9.45,-8.502105263157894,296.65578421052635,0.053,True,0.8421052631578947,7.24773975667824,14.755217337480545,52.40089671832327,64.60793665861742,-0.22580999020541506,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
20.0,2018,183,51337,-3.76,-8.265,282.1667,0.097,True,0.85,8.1172994606758,15.008577977441517,52.24830519903784,64.72433254489825,0.03371287709191943,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
21.0,2018,183,51381,-1.9,-7.961904761904761,269.9875661904762,2.066,True,0.8571428571428571,10.666808746576448,12.040673592384373,54.90629456571956,60.82544817423808,-0.8094015972776409,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
22.0,2018,183,51461,-15.29,-8.295,259.57196904761906,0.045,False,0.8181818181818182,29.92819764079282,15.914562987312214,79.4011693453074,63.54556306198864,0.8250145039336946,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
23.0,2018,183,51491,-6.18,-8.20304347826087,247.96773122529646,0.077,True,0.8260869565217391,8.131515544829748,15.599111834405882,55.0079798014403,61.4004915282087,-0.664458922125973,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
23.0,2018,183,51563,-5.75,-7.570434782608696,241.1712134387352,0.076,True,0.8260869565217391,7.191669138475985,11.880538381338175,56.32938114248756,58.38233779538598,-0.7130786435431908,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
23.0,2018,183,51628,-3.49,-8.934782608695652,182.82549881422926,1.3,True,0.8695652173913043,12.052105674687589,12.681266034339734,34.91346831534649,55.46776639488986,-0.6418886561052345,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
24.0,2018,183,51656,-4.52,-8.750833333333334,175.68866014492755,0.081,True,0.875,29.39604213141237,16.22772314612916,69.57092684858985,58.35487000314853,0.9479167748928243,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
23.0,2018,183,51838,-4.45,-9.900869565217391,144.138781027668,0.093,True,0.9130434782608695,6.431624152814701,15.521859047168869,44.94012982376303,56.69384254615577,-0.3477649650813759,0,,1008.8,87.0,0.4,8.0,5.5,21.9,8.0,4.0,,,,1.0,3.0,6.0,,,False
